"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2026","Check displaying of dashboard page","LMS system","Thu Dec 25 10:38:49 UTC 2025","passed","Thu Dec 25 10:38:51 UTC 2025","Dashboard","Dashboard","",""
"","1282","User login with wrong email or password","LMS system","Thu Dec 25 10:37:45 UTC 2025","passed","Thu Dec 25 10:37:46 UTC 2025","Authorization","Authentication","",""
"","2401","Registration with correct email, username and password","LMS system","Thu Dec 25 10:38:13 UTC 2025","passed","Thu Dec 25 10:38:15 UTC 2025","Registration","Authentication","",""
"","2257","Registration with correct email, username and password","LMS system","Thu Dec 25 10:38:21 UTC 2025","passed","Thu Dec 25 10:38:23 UTC 2025","Registration","Authentication","",""
"","6416","Edit course","LMS system","Thu Dec 25 10:38:38 UTC 2025","passed","Thu Dec 25 10:38:44 UTC 2025","Courses","Courses","",""
"","2785","Create course","LMS system","Thu Dec 25 10:38:26 UTC 2025","passed","Thu Dec 25 10:38:29 UTC 2025","Courses","Courses","",""
"","3317","Create course","LMS system","Thu Dec 25 10:38:36 UTC 2025","passed","Thu Dec 25 10:38:39 UTC 2025","Courses","Courses","",""
"","2295","Navigation from login page to registration page","LMS system","Thu Dec 25 10:38:09 UTC 2025","passed","Thu Dec 25 10:38:12 UTC 2025","Authorization","Authentication","",""
"","3013","User login with wrong email or password","LMS system","Thu Dec 25 10:37:52 UTC 2025","passed","Thu Dec 25 10:37:55 UTC 2025","Authorization","Authentication","",""
"","1319","User login with wrong email or password","LMS system","Thu Dec 25 10:37:43 UTC 2025","passed","Thu Dec 25 10:37:45 UTC 2025","Authorization","Authentication","",""
"","1717","User login with wrong email or password","LMS system","Thu Dec 25 10:37:41 UTC 2025","passed","Thu Dec 25 10:37:43 UTC 2025","Authorization","Authentication","",""
"","2958","User login with wrong email or password","LMS system","Thu Dec 25 10:37:52 UTC 2025","passed","Thu Dec 25 10:37:55 UTC 2025","Authorization","Authentication","",""
"","1560","Check displaying of empty courses list","LMS system","Thu Dec 25 10:38:27 UTC 2025","passed","Thu Dec 25 10:38:29 UTC 2025","Courses","Courses","",""
"","1536","Check displaying of empty courses list","LMS system","Thu Dec 25 10:38:25 UTC 2025","passed","Thu Dec 25 10:38:26 UTC 2025","Courses","Courses","",""
"","2270","User login with wrong email or password","LMS system","Thu Dec 25 10:38:00 UTC 2025","passed","Thu Dec 25 10:38:02 UTC 2025","Authorization","Authentication","",""
"","1783","Navigation from login page to registration page","LMS system","Thu Dec 25 10:38:19 UTC 2025","passed","Thu Dec 25 10:38:20 UTC 2025","Authorization","Authentication","",""
